developer_name,oblast,project_area,project_name,project_price_uah,title,town,type_and_count
INSIGHT Development,,"<div class=""CottagePrices-cell -area"">97 м²</div>,<div class=""CottagePrices-cell -area"">134.2 м²</div>,<div class=""CottagePrices-cell -area"">134.3 м²</div>,<div class=""CottagePrices-cell -area"">153.4 м²</div>","<div class=""CottagePrices-cell -name"">Проєкт 3</div>,<div class=""CottagePrices-cell -name"">Проєкт 1</div>,<div class=""CottagePrices-cell -name"">Проєкт 2 </div>,<div class=""CottagePrices-cell -name"">Проєкт 4</div>","<div data-currency=""uah"" class="""">
                                                    від 2.77 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 3.31 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 3.31 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 3.31 млн грн
                                                </div>","
                Таунхауси „Містечко Княжичі“
            ",Київська область,"<table class=""CottageConstruction-table"">
                    <tr>
                                    <th>Тип</th>
                                    <th>В проєкті</th>
                                    <th>Будуються</th>
                                    <th>Збудовані</th>
                            </tr>
                            <tr>
                    <td>Таунхауси</td>
                                            <td>22</td>
                                            <td>4</td>
                                            <td>1</td>
                                    </tr>
                        </table>"
,,"<div class=""CottagePrices-cell -area"">220 м²</div>,<div class=""CottagePrices-cell -area"">266 м²</div>,<div class=""CottagePrices-cell -area"">155.51 м²</div>,<div class=""CottagePrices-cell -area"">160.03 м²</div>,<div class=""CottagePrices-cell -area"">170.25 м²</div>,<div class=""CottagePrices-cell -area"">220 м²</div>,<div class=""CottagePrices-cell -area"">266 м²</div>,<div class=""CottagePrices-cell -area"">155.51 м²</div>,<div class=""CottagePrices-cell -area"">160.03 м²</div>,<div class=""CottagePrices-cell -area"">170.25 м²</div>,<div class=""CottagePrices-cell -area"">220 м²</div>","<div class=""CottagePrices-cell -name"">Garden</div>,<div class=""CottagePrices-cell -name"">Forest</div>,<div class=""CottagePrices-cell -name"">Terra 1</div>,<div class=""CottagePrices-cell -name"">Terra 2</div>,<div class=""CottagePrices-cell -name"">Terra 3</div>,<div class=""CottagePrices-cell -name"">Garden</div>,<div class=""CottagePrices-cell -name"">Forest</div>,<div class=""CottagePrices-cell -name"">Terra 1</div>,<div class=""CottagePrices-cell -name"">Terra 2</div>,<div class=""CottagePrices-cell -name"">Terra 3</div>,<div class=""CottagePrices-cell -name"">Garden</div>","<div data-currency=""uah"" class="""">
                                                    від 7.7 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    14.63 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    5.01 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    5.01 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    5.01 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    7.7 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    14.63 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    5.01 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    5.01 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    5.01 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 7.7 млн грн
                                                </div>","
                КМ Зарічний Гай
            ",Київська область,"<table class=""CottageConstruction-table"">
                    <tr>
                                    <th>Тип</th>
                                    <th>В проєкті</th>
                                    <th>Будуються</th>
                                    <th>Збудовані</th>
                            </tr>
                            <tr>
                    <td>Котеджі</td>
                                            <td>0</td>
                                            <td>2</td>
                                            <td>14</td>
                                    </tr>
                            <tr>
                    <td>Таунхауси</td>
                                            <td>0</td>
                                            <td>0</td>
                                            <td>3</td>
                                    </tr>
                        </table>"
,,"<div class=""CottagePrices-cell -area"">80 м²</div>","<div class=""CottagePrices-cell -name"">Проєкт 1</div>","<div data-currency=""uah"" class="""">
                                                    2.62 млн грн
                                                </div>","
                Таунхаус Lake House
            ",Київ,"<table class=""CottageConstruction-table"">
                    <tr>
                                    <th>Тип</th>
                                    <th>В проєкті</th>
                                    <th>Будуються</th>
                                    <th>Збудовані</th>
                            </tr>
                            <tr>
                    <td>Таунхауси</td>
                                            <td>0</td>
                                            <td>0</td>
                                            <td>8</td>
                                    </tr>
                        </table>"
,,"<div class=""CottagePrices-cell -area"">56.14 м²</div>,<div class=""CottagePrices-cell -area"">56.19 м²</div>,<div class=""CottagePrices-cell -area"">56.43 м²</div>,<div class=""CottagePrices-cell -area"">56.5 м²</div>,<div class=""CottagePrices-cell -area"">56.6 м²</div>,<div class=""CottagePrices-cell -area"">56.66 м²</div>,<div class=""CottagePrices-cell -area"">56.68 м²</div>,<div class=""CottagePrices-cell -area"">57 м²</div>,<div class=""CottagePrices-cell -area"">57.8 м²</div>,<div class=""CottagePrices-cell -area"">57.83 м²</div>,<div class=""CottagePrices-cell -area"">58.15 м²</div>,<div class=""CottagePrices-cell -area"">68.34 м²</div>,<div class=""CottagePrices-cell -area"">68.43 м²</div>,<div class=""CottagePrices-cell -area"">69.29 м²</div>,<div class=""CottagePrices-cell -area"">69.71 м²</div>,<div class=""CottagePrices-cell -area"">100.27 м²</div>,<div class=""CottagePrices-cell -area"">100.77 м²</div>,<div class=""CottagePrices-cell -area"">100.79 м²</div>,<div class=""CottagePrices-cell -area"">101.19 м²</div>,<div class=""CottagePrices-cell -area"">101.37 м²</div>,<div class=""CottagePrices-cell -area"">101.92 м²</div>,<div class=""CottagePrices-cell -area"">103.44 м²</div>,<div class=""CottagePrices-cell -area"">104.22 м²</div>,<div class=""CottagePrices-cell -area"">106.49 м²</div>,<div class=""CottagePrices-cell -area"">106.57 м²</div>,<div class=""CottagePrices-cell -area"">106.6 м²</div>,<div class=""CottagePrices-cell -area"">112.75 м²</div>,<div class=""CottagePrices-cell -area"">113.24 м²</div>,<div class=""CottagePrices-cell -area"">113.71 м²</div>,<div class=""CottagePrices-cell -area"">119.02 м²</div>","<div class=""CottagePrices-cell -name"">Тип 2-1-6</div>,<div class=""CottagePrices-cell -name"">Тип 2-1-10</div>,<div class=""CottagePrices-cell -name"">Тип 1-1-14</div>,<div class=""CottagePrices-cell -name"">Тип 1-1-12</div>,<div class=""CottagePrices-cell -name"">Тип 2-1-7</div>,<div class=""CottagePrices-cell -name"">Тип 3-1-4</div>,<div class=""CottagePrices-cell -name"">Тип 2-1-9</div>,<div class=""CottagePrices-cell -name"">Тип 3-1-2</div>,<div class=""CottagePrices-cell -name"">Тип 2-1-8</div>,<div class=""CottagePrices-cell -name"">Тип 3-1-3</div>,<div class=""CottagePrices-cell -name"">Тип 1-1-13</div>,<div class=""CottagePrices-cell -name"">Тип 3-1-5</div>,<div class=""CottagePrices-cell -name"">Тип 1-1-15</div>,<div class=""CottagePrices-cell -name"">Тип 1-1-11</div>,<div class=""CottagePrices-cell -name"">Тип 3-1-1</div>,<div class=""CottagePrices-cell -name"">Тип 3-2-27</div>,<div class=""CottagePrices-cell -name"">Тип 2-2-22</div>,<div class=""CottagePrices-cell -name"">Тип 1-2-19</div>,<div class=""CottagePrices-cell -name"">Тип 3-2-29</div>,<div class=""CottagePrices-cell -name"">Тип 2-2-34</div>,<div class=""CottagePrices-cell -name"">Тип 1-2-17</div>,<div class=""CottagePrices-cell -name"">Тип 3-2-30</div>,<div class=""CottagePrices-cell -name"">Тип 3-2-26</div>,<div class=""CottagePrices-cell -name"">Тип 3-2-28</div>,<div class=""CottagePrices-cell -name"">Тип 2-2-23</div>,<div class=""CottagePrices-cell -name"">Тип 1-2-18</div>,<div class=""CottagePrices-cell -name"">Тип 2-2-25</div>,<div class=""CottagePrices-cell -name"">Тип 2-2-21</div>,<div class=""CottagePrices-cell -name"">Тип 1-2-20</div>,<div class=""CottagePrices-cell -name"">Тип 1-2-16</div>","<div data-currency=""uah"" class="""">
                                                    2.27 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    2.27 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    2.28 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    2.28 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    2.29 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    2.29 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    2.29 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    2.3 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    2.34 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    2.34 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    2.35 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    2.76 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    2.77 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    2.8 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    2.82 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    4.05 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    4.07 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    4.07 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    4.09 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    4.1 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    4.12 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    4.18 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    4.21 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    4.31 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    4.31 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    4.31 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    4.56 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    4.58 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    4.6 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    4.81 млн грн
                                                </div>","
                КМ YOND.City
            ",Київська область,"<table class=""CottageConstruction-table"">
                    <tr>
                                    <th>Тип</th>
                                    <th>В проєкті</th>
                                    <th>Будуються</th>
                                    <th>Збудовані</th>
                            </tr>
                            <tr>
                    <td>Таунхауси</td>
                                            <td>0</td>
                                            <td>0</td>
                                            <td>30</td>
                                    </tr>
                        </table>"
,,"<div class=""CottagePrices-cell -area"">15 соток</div>","<div class=""CottagePrices-cell -name"">Проєкт 1</div>,<div class=""CottagePrices-cell -name"">Ділянка 2</div>,<div class=""CottagePrices-cell -name"">Ділянка 3</div>,<div class=""CottagePrices-cell -name"">Ділянка 4</div>,<div class=""CottagePrices-cell -name"">Ділянка 5</div>,<div class=""CottagePrices-cell -name"">Ділянка 6</div>,<div class=""CottagePrices-cell -name"">Ділянка 7</div>,<div class=""CottagePrices-cell -name"">Ділянка 8</div>,<div class=""CottagePrices-cell -name"">Ділянка 9</div>,<div class=""CottagePrices-cell -name"">Ділянка 10</div>,<div class=""CottagePrices-cell -name"">Ділянка 11</div>","<div data-currency=""uah"" class="""">
                                                    від 6.93 млн грн
                                                </div>","
                КМ Хутор Ясний
            ",Київська область,"<table class=""CottageConstruction-table"">
                    <tr>
                                    <th>Тип</th>
                                    <th>В проєкті</th>
                                    <th>Будуються</th>
                                    <th>Збудовані</th>
                            </tr>
                            <tr>
                    <td>Котеджі</td>
                                            <td>0</td>
                                            <td>0</td>
                                            <td>70</td>
                                    </tr>
                                <tr>
                                    <th> </th>
                                    <th>Вільні</th>
                                    <th>Забудовуються</th>
                                    <th>Забудовані</th>
                            </tr>
                            <tr>
                    <td>Ділянки</td>
                                            <td>4</td>
                                            <td>0</td>
                                            <td>154</td>
                                    </tr>
                        </table>"
,,"<div class=""CottagePrices-cell -area"">102 м²</div>,<div class=""CottagePrices-cell -area"">107 м²</div>,<div class=""CottagePrices-cell -area"">130 м²</div>,<div class=""CottagePrices-cell -area"">102 м²</div>,<div class=""CottagePrices-cell -area"">107 м²</div>,<div class=""CottagePrices-cell -area"">130 м²</div>,<div class=""CottagePrices-cell -area"">102 м²</div>,<div class=""CottagePrices-cell -area"">107 м²</div>,<div class=""CottagePrices-cell -area"">130 м²</div>,<div class=""CottagePrices-cell -area"">102 м²</div>,<div class=""CottagePrices-cell -area"">107 м²</div>,<div class=""CottagePrices-cell -area"">130 м²</div>","<div class=""CottagePrices-cell -name"">Тип III (1)</div>,<div class=""CottagePrices-cell -name"">Тип III (2)</div>,<div class=""CottagePrices-cell -name"">Тип I</div>,<div class=""CottagePrices-cell -name"">Тип III (1)</div>,<div class=""CottagePrices-cell -name"">Тип III (2)</div>,<div class=""CottagePrices-cell -name"">Тип I</div>,<div class=""CottagePrices-cell -name"">Тип III (1)</div>,<div class=""CottagePrices-cell -name"">Тип III (2)</div>,<div class=""CottagePrices-cell -name"">Тип I</div>,<div class=""CottagePrices-cell -name"">Тип III (1)</div>,<div class=""CottagePrices-cell -name"">Тип III (2)</div>,<div class=""CottagePrices-cell -name"">Тип I</div>","<div data-currency=""uah"" class="""">
                                                    від 3.43 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 3.81 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 4.04 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    3.43 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    3.81 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    4.04 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 3.43 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 3.81 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 4.04 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 3.43 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 3.81 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 4.04 млн грн
                                                </div>","
                КМ Loft Affair
            ",Київська область,"<table class=""CottageConstruction-table"">
                    <tr>
                                    <th>Тип</th>
                                    <th>В проєкті</th>
                                    <th>Будуються</th>
                                    <th>Збудовані</th>
                            </tr>
                            <tr>
                    <td>Таунхауси</td>
                                            <td>18</td>
                                            <td>12</td>
                                            <td>18</td>
                                    </tr>
                        </table>"
,Бучанський р-н,"<div class=""CottagePrices-cell -area"">160 м²</div>,<div class=""CottagePrices-cell -area"">89.13 м²</div>,<div class=""CottagePrices-cell -area"">99.22 м²</div>,<div class=""CottagePrices-cell -area"">111.96 м²</div>,<div class=""CottagePrices-cell -area"">120.12 м²</div>,<div class=""CottagePrices-cell -area"">160 м²</div>,<div class=""CottagePrices-cell -area"">160 м²</div>,<div class=""CottagePrices-cell -area"">89.13 м²</div>,<div class=""CottagePrices-cell -area"">99.22 м²</div>,<div class=""CottagePrices-cell -area"">111.96 м²</div>,<div class=""CottagePrices-cell -area"">120.12 м²</div>","<div class=""CottagePrices-cell -name"">Проєкт 2 (керамоблок)</div>,<div class=""CottagePrices-cell -name"">Проєкт 1 (SIP-панелі)</div>,<div class=""CottagePrices-cell -name"">Проєкт 1</div>,<div class=""CottagePrices-cell -name"">Проєкт 4</div>,<div class=""CottagePrices-cell -name"">Проєкт 3</div>,<div class=""CottagePrices-cell -name"">Проєкт 2 </div>,<div class=""CottagePrices-cell -name"">Проєкт 2 (керамоблок)</div>,<div class=""CottagePrices-cell -name"">Проєкт 2 (керамоблок)</div>,<div class=""CottagePrices-cell -name"">Проєкт 1</div>,<div class=""CottagePrices-cell -name"">Проєкт 4</div>,<div class=""CottagePrices-cell -name"">Проєкт 3</div>,<div class=""CottagePrices-cell -name"">Проєкт 2 </div>","<div data-currency=""uah"" class="""">
                                                    від 5.39 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 3.09 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 3.44 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 3.88 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 4.16 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    5.39 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 5.39 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 3.09 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 3.44 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 3.88 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 4.16 млн грн
                                                </div>","
                КМ Херсонес. Поліс
            ",Київська область,"<table class=""CottageConstruction-table"">
                    <tr>
                                    <th>Тип</th>
                                    <th>В проєкті</th>
                                    <th>Будуються</th>
                                    <th>Збудовані</th>
                            </tr>
                            <tr>
                    <td>Котеджі</td>
                                            <td>32</td>
                                            <td>3</td>
                                            <td>10</td>
                                    </tr>
                            <tr>
                    <td>Таунхауси</td>
                                            <td>10</td>
                                            <td>2</td>
                                            <td>0</td>
                                    </tr>
                        </table>"
,Бучанський р-н,"<div class=""CottagePrices-cell -area"">84 м²</div>,<div class=""CottagePrices-cell -area"">103 м²</div>,<div class=""CottagePrices-cell -area"">125 м²</div>,<div class=""CottagePrices-cell -area"">103 м²</div>,<div class=""CottagePrices-cell -area"">84 м²</div>,<div class=""CottagePrices-cell -area"">103 м²</div>,<div class=""CottagePrices-cell -area"">125 м²</div>,<div class=""CottagePrices-cell -area"">103 м²</div>,<div class=""CottagePrices-cell -area"">125 м²</div>","<div class=""CottagePrices-cell -name"">Orange line </div>,<div class=""CottagePrices-cell -name"">Red line </div>,<div class=""CottagePrices-cell -name"">Grey line</div>,<div class=""CottagePrices-cell -name"">Green line </div>,<div class=""CottagePrices-cell -name"">Orange line </div>,<div class=""CottagePrices-cell -name"">Red line </div>,<div class=""CottagePrices-cell -name"">Grey line</div>,<div class=""CottagePrices-cell -name"">Green line </div>,<div class=""CottagePrices-cell -name"">Grey line</div>","<div data-currency=""uah"" class="""">
                                                    3.27 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    4.04 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 4.81 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    3.85 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    3.27 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    4.04 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    4.81 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    3.85 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 4.81 млн грн
                                                </div>","
                КМ Солов'їний
            ",Київська область,"<table class=""CottageConstruction-table"">
                    <tr>
                                    <th>Тип</th>
                                    <th>В проєкті</th>
                                    <th>Будуються</th>
                                    <th>Збудовані</th>
                            </tr>
                            <tr>
                    <td>Котеджі</td>
                                            <td>0</td>
                                            <td>7</td>
                                            <td>30</td>
                                    </tr>
                            <tr>
                    <td>Дуплекси</td>
                                            <td>0</td>
                                            <td>0</td>
                                            <td>6</td>
                                    </tr>
                        </table>"
,Бучанський р-н,"<div class=""CottagePrices-cell -area"">118.3 м²</div>,<div class=""CottagePrices-cell -area"">136 м²</div>,<div class=""CottagePrices-cell -area"">118.3 м²</div>,<div class=""CottagePrices-cell -area"">136 м²</div>","<div class=""CottagePrices-cell -name"">Проєкт 1</div>,<div class=""CottagePrices-cell -name"">Проект 2</div>,<div class=""CottagePrices-cell -name"">Проєкт 1</div>,<div class=""CottagePrices-cell -name"">Проект 2</div>","<div data-currency=""uah"" class="""">
                                                    2.5 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 3 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    2.5 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 3 млн грн
                                                </div>","
                КМ Green Hill Village
            ",Київська область,"<table class=""CottageConstruction-table"">
                    <tr>
                                    <th>Тип</th>
                                    <th>В проєкті</th>
                                    <th>Будуються</th>
                                    <th>Збудовані</th>
                            </tr>
                            <tr>
                    <td>Котеджі</td>
                                            <td>0</td>
                                            <td>3</td>
                                            <td>4</td>
                                    </tr>
                        </table>"
,,"<div class=""CottagePrices-cell -area"">155.5 м²</div>","<div class=""CottagePrices-cell -name"">Проект 8</div>,<div class=""CottagePrices-cell -name"">Проєкт 1</div>,<div class=""CottagePrices-cell -name"">Проєкт 6</div>,<div class=""CottagePrices-cell -name"">Проєкт 7</div>,<div class=""CottagePrices-cell -name"">Проєкт 5</div>,<div class=""CottagePrices-cell -name"">Проект 2</div>,<div class=""CottagePrices-cell -name"">Проект 3</div>,<div class=""CottagePrices-cell -name"">Проект 4</div>,<div class=""CottagePrices-cell -name"">Проект 9</div>","<div data-currency=""uah"" class="""">
                                                    2.39 млн грн
                                                </div>","
                Таунхауси „Borispol Village“
            ",Київська область,"<table class=""CottageConstruction-table"">
                    <tr>
                                    <th>Тип</th>
                                    <th>В проєкті</th>
                                    <th>Будуються</th>
                                    <th>Збудовані</th>
                            </tr>
                            <tr>
                    <td>Таунхауси</td>
                                            <td>0</td>
                                            <td>0</td>
                                            <td>99</td>
                                    </tr>
                        </table>"
,,"<div class=""CottagePrices-cell -area"">200 м²</div>","<div class=""CottagePrices-cell -name"">Проєкт 1</div>","<div data-currency=""uah"" class="""">
                                                    6.35 млн грн
                                                </div>","
                КМ NOVYI SVIT
            ",Київська область,"<table class=""CottageConstruction-table"">
                    <tr>
                                    <th>Тип</th>
                                    <th>В проєкті</th>
                                    <th>Будуються</th>
                                    <th>Збудовані</th>
                            </tr>
                            <tr>
                    <td>Котеджі</td>
                                            <td>0</td>
                                            <td>0</td>
                                            <td>25</td>
                                    </tr>
                        </table>"
Еко Девелопмент,,"<div class=""CottagePrices-cell -area"">117 м²</div>","<div class=""CottagePrices-cell -name"">Проект 6</div>,<div class=""CottagePrices-cell -name"">Проєкт 1</div>,<div class=""CottagePrices-cell -name"">Проєкт 2</div>,<div class=""CottagePrices-cell -name"">Проєкт 3</div>,<div class=""CottagePrices-cell -name"">Проект 4</div>,<div class=""CottagePrices-cell -name"">Проект 5</div>","<div data-currency=""uah"" class="""">
                                                    2.12 млн грн
                                                </div>","
                КМ Liberty
            ",Київська область,"<table class=""CottageConstruction-table"">
                    <tr>
                                    <th>Тип</th>
                                    <th>В проєкті</th>
                                    <th>Будуються</th>
                                    <th>Збудовані</th>
                            </tr>
                            <tr>
                    <td>Котеджі</td>
                                            <td>0</td>
                                            <td>0</td>
                                            <td>16</td>
                                    </tr>
                        </table>"
,Бучанський р-н,"<div class=""CottagePrices-cell -area"">145 м²</div>,<div class=""CottagePrices-cell -area"">176.85 м²</div>,<div class=""CottagePrices-cell -area"">175.48 м²</div>,<div class=""CottagePrices-cell -area"">177.75 м²</div>,<div class=""CottagePrices-cell -area"">183 м²</div>,<div class=""CottagePrices-cell -area"">231.5 м²</div>,<div class=""CottagePrices-cell -area"">145 м²</div>,<div class=""CottagePrices-cell -area"">175.48 м²</div>,<div class=""CottagePrices-cell -area"">177.75 м²</div>,<div class=""CottagePrices-cell -area"">183 м²</div>,<div class=""CottagePrices-cell -area"">231.5 м²</div>,<div class=""CottagePrices-cell -area"">176.85 м²</div>,<div class=""CottagePrices-cell -area"">175.48 м²</div>,<div class=""CottagePrices-cell -area"">183 м²</div>,<div class=""CottagePrices-cell -area"">231.5 м²</div>","<div class=""CottagePrices-cell -name"">Котедж 10</div>,<div class=""CottagePrices-cell -name"">Котедж 4</div>,<div class=""CottagePrices-cell -name"">Котедж 5</div>,<div class=""CottagePrices-cell -name"">Котедж 9</div>,<div class=""CottagePrices-cell -name"">Котедж 8</div>,<div class=""CottagePrices-cell -name"">Котедж 3</div>,<div class=""CottagePrices-cell -name"">Котедж 10</div>,<div class=""CottagePrices-cell -name"">Котедж 5</div>,<div class=""CottagePrices-cell -name"">Котедж 9</div>,<div class=""CottagePrices-cell -name"">Котедж 8</div>,<div class=""CottagePrices-cell -name"">Котедж 3</div>,<div class=""CottagePrices-cell -name"">Котедж 4</div>,<div class=""CottagePrices-cell -name"">Котедж 5</div>,<div class=""CottagePrices-cell -name"">Котедж 8</div>,<div class=""CottagePrices-cell -name"">Котедж 3</div>","<div data-currency=""uah"" class="""">
                                                    7.32 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 7.7 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 9.05 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    9.63 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 10.01 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 11.55 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    7.32 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    9.05 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    9.63 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    10.01 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    11.55 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 7.7 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 9.05 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 10.01 млн грн
                                                </div>,<div data-currency=""uah"" class="""">
                                                    від 11.55 млн грн
                                                </div>","
                КМ Белгравія
            ",Київська область,"<table class=""CottageConstruction-table"">
                    <tr>
                                    <th>Тип</th>
                                    <th>В проєкті</th>
                                    <th>Будуються</th>
                                    <th>Збудовані</th>
                            </tr>
                            <tr>
                    <td>Котеджі</td>
                                            <td>20</td>
                                            <td>20</td>
                                            <td>207</td>
                                    </tr>
                            <tr>
                    <td>Дуплекси</td>
                                            <td>0</td>
                                            <td>0</td>
                                            <td>12</td>
                                    </tr>
                        </table>"
